0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.043113118196224320e+00,2.771194403086894020e+00,4.574644157337258932e+00,4.607633263359703690e+00,4.035869743051314629e+00,4.054210775253211274e+00,4.057472467180529563e+00
0.000000000000000000e+00,9.169000000000000483e-01,6.807999999999999607e-01,9.519999999999999574e-01,9.653000000000000469e-01,9.645000000000000240e-01,9.759999999999999787e-01,9.792999999999999483e-01
0.000000000000000000e+00,3.083952950879704780e-01,5.929273845685334443e-01,-1.557025505106279795e-02,-1.557838348002511530e-01,-1.750903647119472772e-01,-3.276889625683168106e-01,-3.750485772747245150e-01
0.000000000000000000e+00,7.148104451384076352e-01,7.999513240358310240e-01,3.278730856102579638e-01,2.547719443440218945e-01,2.420784023055322087e-01,1.297600402600245784e-01,4.090169015704000349e-02
5.999999999999999778e-01,4.019100000000000450e-01,4.052339999993223585e-01,4.063659999993197158e-01,2.701200000000000129e-02,0.000000000000000000e+00,2.506199999999756886e-02,2.250999999999785117e-02
0.000000000000000000e+00,5.043113118196224320e+00,2.771194403086894020e+00,4.574644157337258932e+00,4.744198315814333711e+00,4.431880234012092856e+00,4.511774158548877089e+00,4.543447727820380422e+00
0.000000000000000000e+00,8.127999999999999670e-01,2.159999999999999976e-01,8.215000000000000080e-01,8.729000000000000092e-01,8.474000000000000421e-01,8.948000000000000398e-01,9.113999999999999879e-01
0.000000000000000000e+00,1.090038062232889349e+00,1.461503860267664656e+00,7.962116474484601802e-01,7.263070028559037716e-01,7.565654949473175073e-01,6.481013770585200007e-01,3.994045608386462831e-01
0.000000000000000000e+00,1.537383327509963094e+00,1.716465668437398007e+00,1.164583248021483497e+00,1.211238284141304300e+00,1.146058258916679451e+00,1.174465942019636611e+00,9.152140799651713454e-01
6.999999999999999556e-01,2.864999999999999769e-01,2.980999999995720406e-01,3.029419999995607293e-01,1.056180000000000035e-01,0.000000000000000000e+00,1.018080000000294999e-01,9.129600000005400062e-02
0.000000000000000000e+00,5.043113118196224320e+00,2.771194403086894020e+00,4.574644157337258932e+00,4.945964128686931360e+00,4.657525673926528498e+00,4.936982756515021720e+00,5.019765199174577752e+00
0.000000000000000000e+00,6.802000000000000268e-01,3.620000000000000301e-02,6.360000000000000098e-01,7.374000000000000554e-01,6.712000000000000188e-01,7.710000000000000187e-01,8.074000000000000066e-01
0.000000000000000000e+00,1.887392643302191253e+00,2.349751249460673375e+00,1.612393276774418016e+00,1.676575129578020906e+00,1.602767506361311378e+00,1.650377426917311041e+00,1.257946947851883657e+00
0.000000000000000000e+00,2.375669541088804682e+00,2.654785559599409428e+00,2.023535568839878174e+00,2.169710539898118906e+00,2.021181701391718377e+00,2.157986083920027998e+00,1.771285628613945562e+00
8.000000000000000444e-01,2.046099999999999863e-01,2.285079999997342293e-01,2.389359999997099082e-01,2.402959999999999818e-01,0.000000000000000000e+00,2.350059999997190785e-01,2.092799999997790317e-01
0.000000000000000000e+00,5.043113118196224320e+00,2.771194403086894020e+00,4.574644157337258932e+00,5.140419092518287769e+00,4.699279586536459163e+00,5.256564319442684763e+00,5.487071779028740437e+00
0.000000000000000000e+00,5.472000000000000197e-01,4.899999999999999842e-03,4.590000000000000191e-01,6.001999999999999558e-01,4.924999999999999933e-01,6.374999999999999556e-01,7.047999999999999821e-01
0.000000000000000000e+00,2.692987103274016025e+00,3.257579730756989811e+00,2.435533600048738645e+00,2.532426335285135721e+00,2.432948555653004608e+00,2.522402422017025359e+00,2.022444516235267553e+00
0.000000000000000000e+00,3.228014124960838949e+00,3.607112625147533169e+00,2.898740678345050004e+00,3.070265036098601019e+00,2.896447708659870113e+00,3.065791666860995690e+00,2.565562222387285374e+00
9.000000000000000222e-01,1.428639999999999910e-01,1.795599999998482854e-01,1.988319999998033882e-01,4.079280000000000128e-01,0.000000000000000000e+00,4.020219999993298599e-01,3.542439999994412281e-01
